Date,FF,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
2012-09,0.14,0.11,0.14,0.18,0.26,0.34,0.67,1.12,1.72,2.49,2.9
2012-10,0.16,0.1,0.15,0.18,0.28,0.37,0.71,1.15,1.75,2.51,2.92
2012-11,0.16,0.09,0.14,0.18,0.27,0.36,0.67,1.08,1.65,2.39,2.8
2012-12,0.16,0.07,0.12,0.16,0.26,0.35,0.7,1.13,1.72,2.47,2.91
2013-01,0.14,0.07,0.11,0.15,0.27,0.39,0.81,1.3,1.91,2.68,3.15
2013-02,0.15,0.1,0.12,0.16,0.27,0.4,0.85,1.35,1.98,2.78,3.21
2013-03,0.14,0.09,0.11,0.15,0.26,0.39,0.82,1.32,1.96,2.78,3.16
2013-04,0.15,0.06,0.09,0.12,0.23,0.34,0.71,1.15,1.76,2.55,2.87
2013-05,0.11,0.04,0.08,0.12,0.25,0.4,0.84,1.31,1.93,2.73,3.14
2013-06,0.09,0.05,0.09,0.14,0.33,0.58,1.2,1.71,2.3,3.07,3.54
2013-07,0.09,0.04,0.07,0.12,0.34,0.64,1.4,1.99,2.58,3.31,3.8
2013-08,0.08,0.04,0.07,0.13,0.36,0.7,1.52,2.15,2.74,3.49,3.85
2013-09,0.08,0.02,0.04,0.12,0.4,0.78,1.6,2.22,2.81,3.53,3.82
2013-10,0.09,0.05,0.08,0.12,0.34,0.63,1.37,1.99,2.62,3.38,3.66
2013-11,0.08,0.07,0.1,0.12,0.3,0.58,1.37,2.07,2.72,3.5,3.81
2013-12,0.09,0.07,0.1,0.13,0.34,0.69,1.58,2.29,2.9,3.63,3.91
2014-01,0.07,0.04,0.07,0.12,0.39,0.78,1.65,2.29,2.86,3.52,3.75
2014-02,0.07,0.05,0.08,0.12,0.33,0.69,1.52,2.15,2.71,3.38,3.62
2014-03,0.08,0.05,0.08,0.13,0.4,0.82,1.64,2.23,2.72,3.35,3.61
2014-04,0.09,0.03,0.05,0.11,0.42,0.88,1.7,2.27,2.71,3.27,3.47
2014-05,0.09,0.03,0.05,0.1,0.39,0.83,1.59,2.12,2.56,3.12,3.36
2014-06,0.1,0.04,0.06,0.1,0.45,0.9,1.68,2.19,2.6,3.15,3.42
2014-07,0.09,0.03,0.06,0.11,0.51,0.97,1.7,2.17,2.54,3.07,3.3
2014-08,0.09,0.03,0.05,0.11,0.47,0.93,1.63,2.08,2.42,2.94,3.18
2014-09,0.09,0.02,0.04,0.11,0.57,1.05,1.77,2.22,2.53,3.01,3.28
2014-10,0.09,0.02,0.05,0.1,0.45,0.88,1.55,1.98,2.3,2.77,3
2014-11,0.09,0.02,0.07,0.13,0.53,0.96,1.62,2.03,2.33,2.76,3.02
2014-12,0.12,0.03,0.11,0.21,0.64,1.06,1.64,1.98,2.21,2.55,2.79
2015-01,0.11,0.03,0.08,0.2,0.55,0.9,1.37,1.67,1.88,2.2,2.34
2015-02,0.11,0.02,0.07,0.22,0.62,0.99,1.47,1.79,1.98,2.34,2.52
2015-03,0.11,0.03,0.11,0.25,0.64,1.02,1.52,1.84,2.04,2.41,2.65
2015-04,0.12,0.02,0.09,0.23,0.54,0.87,1.35,1.69,1.94,2.33,2.59
2015-05,0.12,0.02,0.08,0.24,0.61,0.98,1.54,1.93,2.2,2.69,3
2015-06,0.13,0.02,0.09,0.28,0.69,1.07,1.68,2.1,2.36,2.85,3.13
2015-07,0.13,0.03,0.12,0.3,0.67,1.03,1.63,2.04,2.32,2.77,3.07
2015-08,0.14,0.07,0.22,0.38,0.7,1.03,1.54,1.91,2.17,2.55,2.82
2015-09,0.14,0.02,0.18,0.37,0.71,1.01,1.49,1.88,2.17,2.62,2.97
2015-10,0.12,0.02,0.11,0.26,0.64,0.93,1.39,1.76,2.07,2.5,2.87
2015-11,0.12,0.12,0.32,0.48,0.88,1.2,1.67,2.02,2.26,2.69,3.04
2015-12,0.24,0.23,0.49,0.65,0.98,1.28,1.7,2.04,2.24,2.61,2.96
2016-01,0.34,0.26,0.43,0.54,0.9,1.14,1.52,1.85,2.09,2.49,2.81
2016-02,0.38,0.31,0.44,0.53,0.73,0.9,1.22,1.53,1.78,2.2,2.6
2016-03,0.36,0.29,0.46,0.66,0.88,1.04,1.38,1.68,1.89,2.28,2.73
2016-04,0.37,0.23,0.37,0.56,0.77,0.92,1.26,1.57,1.81,2.21,2.64
2016-05,0.37,0.27,0.41,0.59,0.82,0.97,1.3,1.6,1.81,2.22,2.65
2016-06,0.38,0.27,0.4,0.55,0.73,0.86,1.17,1.44,1.64,2.02,2.43
2016-07,0.39,0.3,0.39,0.51,0.67,0.79,1.07,1.33,1.5,1.82,2.16
2016-08,0.4,0.3,0.44,0.57,0.74,0.85,1.13,1.4,1.56,1.89,2.24
2016-09,0.4,0.29,0.46,0.59,0.77,0.9,1.18,1.46,1.63,2.02,2.36
2016-10,0.4,0.33,0.47,0.66,0.84,0.99,1.27,1.56,1.76,2.17,2.54
2016-11,0.41,0.45,0.57,0.74,0.98,1.22,1.6,1.93,2.14,2.54,2.91
2016-12,0.54,0.51,0.63,0.87,1.2,1.49,1.96,2.29,2.49,2.84,3.17
2017-01,0.65,0.51,0.61,0.83,1.21,1.48,1.92,2.23,2.43,2.75,3.04
2017-02,0.66,0.52,0.64,0.82,1.2,1.47,1.9,2.22,2.42,2.76,3.04
2017-03,0.79,0.74,0.87,1.01,1.31,1.59,2.01,2.3,2.48,2.83,3.1
2017-04,0.9,0.8,0.93,1.04,1.24,1.44,1.82,2.1,2.3,2.67,2.92
2017-05,0.91,0.89,1.02,1.12,1.3,1.48,1.84,2.11,2.3,2.7,2.94
2017-06,1.04,0.98,1.09,1.2,1.34,1.49,1.77,2.01,2.19,2.54,2.75
2017-07,1.15,1.07,1.11,1.22,1.37,1.54,1.87,2.13,2.32,2.65,2.85
2017-08,1.16,1.01,1.11,1.23,1.34,1.48,1.78,2.03,2.21,2.55,2.78
2017-09,1.15,1.03,1.15,1.28,1.38,1.51,1.8,2.03,2.2,2.53,2.78
2017-10,1.15,1.07,1.23,1.4,1.55,1.68,1.98,2.2,2.36,2.65,2.9
2017-11,1.16,1.23,1.36,1.56,1.7,1.81,2.05,2.23,2.35,2.6,2.81
2017-12,1.3,1.32,1.47,1.7,1.84,1.96,2.18,2.32,2.4,2.6,2.77
2018-01,1.41,1.41,1.59,1.8,2.03,2.15,2.38,2.51,2.58,2.73,2.9
2018-02,1.42,1.57,1.75,1.96,2.18,2.36,2.6,2.78,2.86,3.02,3.17
2018-03,1.51,1.7,1.87,2.06,2.28,2.42,2.63,2.77,2.84,2.97,3.11
2018-04,1.69,1.76,1.93,2.15,2.38,2.52,2.7,2.82,2.87,2.96,3.07
2018-05,1.7,1.86,2.02,2.27,2.51,2.66,2.82,2.93,2.98,3.05,3.14
2018-06,1.82,1.9,2.06,2.33,2.53,2.65,2.78,2.87,2.91,2.98,3.03
2018-07,1.91,1.96,2.11,2.39,2.61,2.7,2.78,2.85,2.89,2.94,2.97
2018-08,1.91,2.03,2.19,2.45,2.64,2.71,2.77,2.84,2.89,2.97,3.04
2018-09,1.95,2.13,2.29,2.56,2.77,2.84,2.89,2.96,3,3.08,3.18
2018-10,2.19,2.25,2.4,2.65,2.86,2.94,3,3.09,3.15,3.27,3.42
2018-11,2.2,2.33,2.46,2.7,2.86,2.91,2.95,3.04,3.12,3.27,3.37
2018-12,2.27,2.37,2.48,2.66,2.68,2.67,2.68,2.75,2.83,2.98,3.03
2019-01,2.4,2.37,2.45,2.58,2.54,2.52,2.54,2.61,2.71,2.89,2.94
2019-02,2.4,2.39,2.44,2.55,2.5,2.48,2.49,2.57,2.68,2.87,3
2019-03,2.41,2.4,2.44,2.49,2.41,2.37,2.37,2.47,2.57,2.8,2.97
2019-04,2.42,2.38,2.39,2.42,2.34,2.31,2.33,2.43,2.53,2.76,2.92
2019-05,2.39,2.35,2.35,2.34,2.21,2.16,2.19,2.29,2.4,2.63,2.79
2019-06,2.38,2.17,2.11,2,1.81,1.78,1.83,1.95,2.07,2.36,2.51
2019-07,2.4,2.1,2.03,1.96,1.84,1.8,1.83,1.93,2.06,2.36,2.5
2019-08,2.13,1.95,1.88,1.77,1.57,1.51,1.49,1.55,1.63,1.91,2.06
2019-09,2.04,1.89,1.84,1.8,1.65,1.59,1.57,1.64,1.7,1.97,2.14
2019-10,1.83,1.65,1.62,1.61,1.55,1.53,1.53,1.62,1.71,2,2.17
2019-11,1.55,1.54,1.55,1.57,1.61,1.61,1.64,1.74,1.81,2.13,2.26
2019-12,1.55,1.54,1.54,1.55,1.61,1.63,1.68,1.79,1.86,2.16,2.28
2020-01,1.55,1.52,1.52,1.53,1.52,1.52,1.56,1.67,1.76,2.07,2.18
2020-02,1.58,1.52,1.47,1.41,1.33,1.31,1.32,1.42,1.5,1.81,1.93
2020-03,0.65,0.29,0.29,0.33,0.45,0.5,0.59,0.78,0.87,1.26,1.09
2020-04,0.05,0.14,0.17,0.18,0.22,0.28,0.39,0.55,0.66,1.06,1.15
2020-05,,,,,,,,,,,
